Tipo_Prenda,Genero,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesion,Genero_Incluyente,Calidad
Falda,Dama,Verde,Casual,Marca C,1462.43,39,42,38,Medicina,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca D,977.42,45,9,19,Ciencias Sociales y Humanidades,Hombre,Regular
Otros,Dama,Azul,Casual,Marca B,630.33,35,26,25,Ingeniería,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca A,527.27,39,9,56,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Amarillo,Deportivo,Marca D,1127.67,29,11,35,Ingeniería,HombreMujer,Regular
Otros,Dama,Negro,Deportivo,Marca C,1020.44,46,25,40,Educación,Mujer,Regular
Vestido,Dama,Amarillo,Deportivo,Marca A,1628.96,37,40,61,Medicina,Mujer,Mala
Otros,Dama,Amarillo,Formal,Marca C,562.79,38,47,28,Artes,Hombre,Mala
Vestido,Caballero,Negro,Formal,Marca C,1916.68,30,29,26,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Rojo,Formal,Marca D,773.87,45,8,18,Ingeniería,Mujer,Buena
Otros,Dama,Rojo,Formal,Marca C,1851.83,37,49,62,Artes,Hombre,Buena
Camisa,Caballero,Azul,Deportivo,Marca B,1660.76,43,2,20,Medicina,Hombre,Mala
Camisa,Caballero,Amarillo,Casual,Marca A,631.09,43,11,33,Ingeniería,Mujer,Regular
Otros,Caballero,Verde,Formal,Marca B,621.11,44,26,65,Educación,HombreMujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca A,1708.57,32,26,53,Artes,Hombre,Mala
Pantalón,Caballero,Azul,Deportivo,Marca C,577.09,43,14,66,Educación,Hombre,Regular
Falda,Caballero,Blanco,Casual,Marca B,1306.63,46,43,28,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca B,525.84,45,45,30,Ingeniería,Hombre,Mala
Camisa,Caballero,Azul,Deportivo,Marca C,1700.87,40,48,64,Medicina,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca D,747.33,32,28,25,Medicina,Hombre,Regular
Pantalón,Dama,Amarillo,Deportivo,Marca D,694.14,42,46,42,Medicina,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca D,1643.05,44,8,56,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca C,1094.78,39,1,67,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca C,1569.8,38,1,27,Educación,Mujer,Regular
Chaqueta,Caballero,Blanco,Formal,Marca A,1220.28,30,5,55,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Rojo,Formal,Marca A,1240.33,28,20,23,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Amarillo,Deportivo,Marca C,1100.6,44,19,33,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Dama,Verde,Casual,Marca D,553.46,37,30,33,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Blanco,Formal,Marca D,1442.47,33,10,23,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Negro,Deportivo,Marca B,1999.86,39,11,68,Ingeniería,HombreMujer,Mala
Camisa,Caballero,Negro,Casual,Marca C,1741.07,30,23,33,Medicina,Hombre,Mala
Vestido,Dama,Rojo,Formal,Marca D,1640.98,44,9,65,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Rojo,Casual,Marca B,1747.04,42,36,43,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Dama,Verde,Deportivo,Marca A,1173.64,37,1,67,Educación,Hombre,Mala
Otros,Caballero,Rojo,Casual,Marca A,609.88,44,3,62,Medicina,Hombre,Mala
Camisa,Dama,Blanco,Casual,Marca A,680.88,35,20,25,Ciencias Sociales y Humanidades,Hombre,Regular
Otros,Dama,Amarillo,Casual,Marca B,1875.89,43,44,62,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Dama,Negro,Formal,Marca D,1026.27,37,31,45,Artes,HombreMujer,Mala
Vestido,Caballero,Azul,Deportivo,Marca B,1410.01,37,8,31,Educación,Hombre,Regular
Chaqueta,Caballero,Verde,Casual,Marca D,670.05,42,39,42,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Dama,Negro,Formal,Marca A,1176.54,36,26,28,Medicina,Mujer,Regular
Otros,Dama,Negro,Deportivo,Marca A,1190.29,29,33,45,Ingeniería,HombreMujer,Regular
Falda,Caballero,Blanco,Casual,Marca A,932.5,33,21,30,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca B,1848.22,36,43,59,Artes,Hombre,Regular
Chaqueta,Dama,Rojo,Casual,Marca C,979.72,36,34,58,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Amarillo,Deportivo,Marca D,1858.59,45,44,66,Educación,Hombre,Mala
Chaqueta,Dama,Rojo,Casual,Marca A,937.17,40,40,43,Artes,Hombre,Buena
Vestido,Dama,Azul,Deportivo,Marca B,977.51,40,22,53,Educación,Hombre,Buena
Pantalón,Dama,Rojo,Casual,Marca B,664.77,38,26,34,Educación,HombreMujer,Regular
Falda,Caballero,Blanco,Casual,Marca C,1098.28,35,40,26,Educación,HombreMujer,Mala
Falda,Dama,Amarillo,Formal,Marca D,1925.82,33,31,47,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Verde,Casual,Marca D,1668.75,42,17,59,Ciencias Sociales y Humanidades,Hombre,Mala
Otros,Caballero,Negro,Deportivo,Marca C,1841.2,34,18,36,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Negro,Deportivo,Marca B,1293.86,41,6,51,Educación,Mujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca A,1866.14,43,4,57,Ingeniería,HombreMujer,Buena
Falda,Caballero,Verde,Casual,Marca A,1313.13,29,49,24,Medicina,Hombre,Mala
Falda,Caballero,Amarillo,Formal,Marca A,1841.18,34,5,27,Educación,HombreMujer,Buena
Otros,Dama,Azul,Casual,Marca D,688.48,36,31,63,Ingeniería,Hombre,Buena
Camisa,Caballero,Verde,Deportivo,Marca A,1721.7,41,22,32,Artes,HombreMujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca D,1404.65,28,14,55,Medicina,Mujer,Mala
Camisa,Caballero,Blanco,Casual,Marca A,1678.88,29,1,57,Educación,Hombre,Buena
Falda,Caballero,Rojo,Casual,Marca B,1824.58,29,0,65,Artes,Hombre,Mala
Falda,Caballero,Blanco,Deportivo,Marca D,1565.77,44,50,19,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Caballero,Amarillo,Casual,Marca A,1395.26,32,48,57,Educación,HombreMujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca D,596.76,39,33,46,Medicina,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca A,1298.03,34,28,66,Medicina,Mujer,Buena
Otros,Caballero,Amarillo,Casual,Marca D,1319.02,40,4,56,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Negro,Formal,Marca A,509.41,30,49,64,Artes,Hombre,Buena
Falda,Dama,Negro,Casual,Marca D,1757.82,32,30,18,Artes,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca B,1482.48,42,35,22,Educación,Hombre,Mala
Camisa,Dama,Azul,Deportivo,Marca C,1448.93,38,27,23,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca B,1374.22,39,18,65,Medicina,Hombre,Mala
Falda,Dama,Rojo,Formal,Marca A,1156.88,46,21,45,Medicina,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca B,1770.95,41,21,67,Medicina,Hombre,Mala
Falda,Dama,Amarillo,Deportivo,Marca C,1250.72,45,38,28,Medicina,HombreMujer,Buena
Camisa,Dama,Blanco,Formal,Marca C,1184.59,37,11,51,Ingeniería,Hombre,Regular
Chaqueta,Dama,Blanco,Casual,Marca C,992.72,45,40,19,Ingeniería,Hombre,Mala
Camisa,Dama,Amarillo,Casual,Marca B,869.44,42,43,69,Educación,Mujer,Buena
Falda,Dama,Amarillo,Deportivo,Marca A,854.44,32,45,54,Artes,Hombre,Regular
Falda,Caballero,Verde,Formal,Marca D,1962.59,33,2,37,Artes,Mujer,Buena
Vestido,Dama,Azul,Formal,Marca C,730.3,33,3,27,Educación,Mujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca B,1213.72,41,46,57,Medicina,Mujer,Mala
Chaqueta,Dama,Rojo,Casual,Marca B,739.68,43,38,35,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Blanco,Deportivo,Marca B,1097.46,44,11,62,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Rojo,Formal,Marca C,1496.5,39,41,19,Artes,HombreMujer,Regular
Camisa,Dama,Azul,Formal,Marca C,1422.57,36,9,21,Ingeniería,Mujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca A,557.11,42,5,18,Educación,Hombre,Mala
Pantalón,Dama,Rojo,Casual,Marca A,725.72,46,7,64,Artes,Hombre,Buena
Vestido,Dama,Amarillo,Deportivo,Marca D,583.64,44,2,30,Medicina,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca C,567.5,29,30,70,Educación,HombreMujer,Buena
Chaqueta,Caballero,Amarillo,Formal,Marca B,513.96,41,33,58,Artes,Mujer,Mala
Camisa,Dama,Verde,Deportivo,Marca D,1862.76,32,50,56,Artes,Mujer,Mala
Otros,Dama,Azul,Deportivo,Marca A,565.3,31,8,31,Ingeniería,HombreMujer,Mala
Chaqueta,Caballero,Amarillo,Casual,Marca A,755.15,31,45,29,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Amarillo,Formal,Marca A,1829.68,39,31,34,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Amarillo,Formal,Marca B,842.37,45,23,31,Ingeniería,Mujer,Mala
Otros,Dama,Rojo,Casual,Marca D,1264.32,33,11,60,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1666.97,40,40,54,Artes,HombreMujer,Mala
Otros,Caballero,Azul,Deportivo,Marca C,987.95,35,8,38,Medicina,HombreMujer,Buena
Falda,Dama,Rojo,Formal,Marca C,1538.82,38,48,59,Medicina,Hombre,Buena
Vestido,Dama,Azul,Deportivo,Marca B,1139.93,44,1,37,Educación,HombreMujer,Buena
Falda,Caballero,Amarillo,Formal,Marca B,1860.25,41,33,66,Medicina,Hombre,Regular
Falda,Dama,Verde,Casual,Marca C,1036.42,28,30,63,Artes,Hombre,Buena
Falda,Dama,Azul,Casual,Marca C,845.29,34,0,68,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Rojo,Casual,Marca C,1841.76,30,11,40,Artes,HombreMujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca C,984.87,42,6,33,Educación,Mujer,Regular
Otros,Caballero,Blanco,Deportivo,Marca C,860.24,32,21,55,Artes,Mujer,Mala
Falda,Caballero,Verde,Casual,Marca B,1391.12,42,48,46,Educación,HombreMujer,Buena
Pantalón,Dama,Rojo,Casual,Marca A,1892.53,43,21,40,Ingeniería,HombreMujer,Buena
Otros,Dama,Amarillo,Deportivo,Marca D,868.86,29,35,63,Artes,Hombre,Regular
Pantalón,Dama,Azul,Deportivo,Marca B,1720.05,38,3,62,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca B,1792.07,41,21,48,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca D,1891.66,36,48,46,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Caballero,Negro,Formal,Marca A,1483.16,39,9,58,Medicina,HombreMujer,Buena
Falda,Dama,Rojo,Deportivo,Marca A,1394.03,29,30,28,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Azul,Casual,Marca D,565.11,31,15,42,Artes,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca C,595.56,39,8,48,Educación,HombreMujer,Buena
Pantalón,Caballero,Verde,Casual,Marca A,1131.61,36,13,37,Ingeniería,Mujer,Buena
Vestido,Caballero,Amarillo,Deportivo,Marca D,876.62,34,16,50,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Verde,Deportivo,Marca A,1338.15,40,43,62,Educación,HombreMujer,Mala
Vestido,Dama,Azul,Formal,Marca B,808.03,28,21,55,Medicina,Hombre,Mala
Camisa,Caballero,Negro,Deportivo,Marca D,1283.05,40,11,25,Medicina,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca D,1767.69,36,47,29,Artes,Hombre,Mala
Chaqueta,Caballero,Negro,Casual,Marca A,1882.88,39,49,47,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Dama,Rojo,Formal,Marca C,1752.59,28,29,26,Ingeniería,Mujer,Regular
Pantalón,Dama,Verde,Deportivo,Marca C,841.04,38,26,29,Medicina,Mujer,Regular
Camisa,Caballero,Rojo,Deportivo,Marca C,1286.3,44,43,29,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca C,1667.01,35,17,31,Artes,Mujer,Regular
Camisa,Dama,Verde,Deportivo,Marca A,820.43,37,8,57,Artes,HombreMujer,Mala
Falda,Caballero,Rojo,Formal,Marca C,1144.19,29,12,37,Artes,Mujer,Regular
Pantalón,Caballero,Blanco,Formal,Marca C,1911.7,30,3,33,Educación,Hombre,Regular
Vestido,Caballero,Azul,Casual,Marca B,509.1,28,9,19,Medicina,HombreMujer,Mala
Chaqueta,Dama,Amarillo,Deportivo,Marca A,1734.31,29,41,58,Educación,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca B,807.26,39,49,54,Artes,HombreMujer,Mala
Falda,Dama,Blanco,Deportivo,Marca D,921.99,35,46,34,Medicina,Mujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,1523.53,35,11,68,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Verde,Casual,Marca B,1280.82,43,38,27,Educación,Mujer,Buena
Camisa,Dama,Azul,Deportivo,Marca D,1590.43,41,14,54,Ingeniería,HombreMujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca A,896.0,45,17,53,Educación,Hombre,Buena
Otros,Caballero,Verde,Casual,Marca B,1012.23,37,19,52,Educación,HombreMujer,Mala
Otros,Caballero,Negro,Formal,Marca B,1111.61,44,13,53,Educación,Mujer,Buena
Otros,Caballero,Negro,Formal,Marca B,1350.73,32,19,24,Educación,Mujer,Mala
Otros,Caballero,Negro,Deportivo,Marca D,1989.75,34,2,63,Educación,Hombre,Regular
Vestido,Dama,Rojo,Formal,Marca D,1103.72,29,32,29,Ingeniería,Hombre,Mala
Otros,Caballero,Azul,Casual,Marca A,1689.25,30,43,46,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Amarillo,Deportivo,Marca D,1612.93,43,5,25,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Caballero,Negro,Deportivo,Marca D,1528.41,38,42,37,Ingeniería,Hombre,Buena
Otros,Dama,Verde,Deportivo,Marca D,1901.24,35,10,19,Educación,HombreMujer,Regular
Otros,Dama,Blanco,Deportivo,Marca D,1876.94,43,24,35,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Caballero,Amarillo,Casual,Marca B,1712.58,36,23,22,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca D,1217.25,33,39,19,Medicina,Mujer,Buena
Chaqueta,Caballero,Verde,Formal,Marca C,1997.84,33,17,67,Artes,Hombre,Buena
Camisa,Caballero,Verde,Deportivo,Marca D,1417.53,39,0,50,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca C,539.92,41,6,34,Medicina,Hombre,Regular
Vestido,Caballero,Blanco,Deportivo,Marca D,1931.08,31,35,52,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Negro,Deportivo,Marca D,1731.31,32,4,46,Educación,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca D,998.5,29,23,58,Educación,Mujer,Regular
Otros,Caballero,Rojo,Casual,Marca C,700.62,46,17,36,Medicina,HombreMujer,Buena
Camisa,Dama,Rojo,Formal,Marca B,1838.31,38,26,39,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca A,562.07,28,21,34,Artes,Mujer,Mala
Pantalón,Dama,Rojo,Formal,Marca A,544.44,43,25,62,Artes,HombreMujer,Mala
Falda,Caballero,Verde,Formal,Marca C,657.76,28,42,57,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Azul,Deportivo,Marca B,1527.44,40,10,55,Ingeniería,Mujer,Buena
Camisa,Caballero,Amarillo,Formal,Marca D,1461.98,37,19,21,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Caballero,Rojo,Formal,Marca A,1140.03,33,14,60,Educación,HombreMujer,Buena
Camisa,Dama,Negro,Casual,Marca A,1313.52,42,0,52,Ingeniería,HombreMujer,Mala
Otros,Dama,Blanco,Formal,Marca B,1397.8,41,41,52,Educación,HombreMujer,Mala
Otros,Caballero,Blanco,Casual,Marca A,585.15,34,8,69,Medicina,HombreMujer,Mala
Pantalón,Caballero,Azul,Casual,Marca A,716.59,30,31,36,Artes,HombreMujer,Regular
Chaqueta,Dama,Azul,Deportivo,Marca A,1468.53,41,18,22,Ingeniería,HombreMujer,Buena
Otros,Dama,Azul,Formal,Marca B,1097.17,44,7,67,Educación,HombreMujer,Regular
Pantalón,Dama,Verde,Formal,Marca C,1634.77,29,7,43,Educación,Mujer,Regular
Falda,Caballero,Negro,Formal,Marca A,523.88,44,35,44,Artes,Mujer,Mala
Otros,Caballero,Negro,Deportivo,Marca D,936.79,33,47,54,Ingeniería,Mujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca B,1137.42,30,31,30,Medicina,Mujer,Mala
Falda,Dama,Negro,Deportivo,Marca D,561.12,31,31,38,Ingeniería,HombreMujer,Mala
Camisa,Dama,Negro,Casual,Marca D,1864.48,39,4,34,Medicina,Hombre,Buena
Pantalón,Dama,Amarillo,Formal,Marca C,1691.17,40,49,20,Educación,HombreMujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,1720.51,43,50,42,Artes,Mujer,Mala
Pantalón,Dama,Verde,Casual,Marca D,862.29,37,47,26,Educación,Mujer,Regular
Vestido,Caballero,Negro,Deportivo,Marca D,865.88,45,36,48,Ingeniería,HombreMujer,Buena
Falda,Caballero,Rojo,Deportivo,Marca B,997.74,46,32,39,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Amarillo,Deportivo,Marca B,1288.82,29,6,66,Artes,HombreMujer,Mala
Falda,Dama,Verde,Deportivo,Marca C,1057.15,39,48,40,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Blanco,Deportivo,Marca D,1106.2,43,0,51,Medicina,Mujer,Mala
Otros,Caballero,Blanco,Casual,Marca C,929.34,31,47,63,Ingeniería,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca A,1734.66,34,36,67,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Amarillo,Deportivo,Marca A,1612.96,37,26,51,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Rojo,Deportivo,Marca D,1948.65,43,25,65,Educación,Hombre,Regular
Otros,Caballero,Verde,Casual,Marca D,1352.27,42,22,35,Ingeniería,Hombre,Regular
Falda,Dama,Amarillo,Formal,Marca D,1504.22,43,1,33,Educación,Mujer,Regular
Chaqueta,Dama,Negro,Casual,Marca D,1183.44,37,16,38,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca D,582.05,34,41,38,Medicina,HombreMujer,Buena
Falda,Caballero,Azul,Casual,Marca C,870.01,36,50,33,Educación,Mujer,Regular
Falda,Caballero,Amarillo,Formal,Marca C,1567.24,34,36,45,Educación,HombreMujer,Buena
Vestido,Dama,Amarillo,Formal,Marca A,852.0,36,40,64,Medicina,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca C,1536.05,30,4,33,Ingeniería,Hombre,Buena
Pantalón,Dama,Verde,Deportivo,Marca A,1926.93,33,37,42,Educación,Mujer,Mala
Falda,Dama,Azul,Formal,Marca C,1351.64,42,4,64,Ingeniería,Hombre,Regular
Vestido,Caballero,Azul,Casual,Marca D,1266.29,35,34,31,Ingeniería,HombreMujer,Mala
Vestido,Dama,Rojo,Casual,Marca C,908.13,38,29,43,Educación,Mujer,Mala
Camisa,Caballero,Azul,Casual,Marca C,1578.57,35,36,19,Ingeniería,Hombre,Regular
Pantalón,Dama,Blanco,Casual,Marca A,1131.28,46,31,57,Educación,Mujer,Buena
Camisa,Caballero,Verde,Formal,Marca B,1594.26,31,18,59,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca D,508.57,31,37,18,Medicina,Hombre,Buena
Vestido,Caballero,Blanco,Formal,Marca A,914.38,46,48,21,Educación,Hombre,Buena
Chaqueta,Caballero,Amarillo,Deportivo,Marca D,1028.58,29,35,27,Ingeniería,Mujer,Mala
Chaqueta,Dama,Amarillo,Casual,Marca D,594.04,30,2,45,Artes,Mujer,Buena
Falda,Caballero,Negro,Casual,Marca D,1576.3,34,35,45,Educación,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca C,1055.67,44,2,40,Medicina,Hombre,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca B,743.97,28,25,20,Medicina,HombreMujer,Buena
Falda,Caballero,Amarillo,Deportivo,Marca B,609.77,42,4,39,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1502.69,33,46,27,Educación,Mujer,Buena
Chaqueta,Dama,Rojo,Casual,Marca D,1565.38,33,5,59,Medicina,Mujer,Buena
Vestido,Caballero,Amarillo,Formal,Marca D,1647.81,35,28,55,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca C,1252.76,42,20,58,Educación,Hombre,Mala
Pantalón,Caballero,Verde,Deportivo,Marca C,1094.61,30,13,24,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Caballero,Blanco,Formal,Marca D,949.24,30,13,60,Educación,Mujer,Mala
Camisa,Caballero,Verde,Formal,Marca C,608.89,35,40,45,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Caballero,Negro,Deportivo,Marca D,998.84,28,32,60,Artes,HombreMujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca A,1663.67,37,2,28,Medicina,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca A,704.11,37,38,37,Artes,HombreMujer,Mala
Otros,Dama,Blanco,Formal,Marca B,778.53,33,40,21,Ingeniería,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca A,761.09,29,31,50,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca C,779.94,35,33,43,Medicina,HombreMujer,Mala
Pantalón,Caballero,Verde,Formal,Marca B,509.54,44,24,55,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Dama,Blanco,Formal,Marca B,542.06,36,50,45,Medicina,Mujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca C,1806.54,42,47,31,Ingeniería,Mujer,Buena
Otros,Caballero,Amarillo,Casual,Marca D,1336.25,44,45,67,Ciencias Sociales y Humanidades,HombreMujer,Buena
Otros,Dama,Blanco,Deportivo,Marca C,1574.25,34,13,70,Educación,HombreMujer,Regular
Falda,Dama,Rojo,Casual,Marca C,968.32,31,32,57,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Verde,Formal,Marca C,1372.15,39,17,70,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Verde,Deportivo,Marca B,572.16,30,26,62,Medicina,Mujer,Regular
Falda,Caballero,Blanco,Casual,Marca D,950.85,31,10,28,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Verde,Formal,Marca B,1733.99,46,42,65,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Caballero,Blanco,Formal,Marca A,1558.0,29,49,58,Ingeniería,Mujer,Buena
Falda,Caballero,Amarillo,Casual,Marca B,865.94,46,39,64,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Azul,Formal,Marca C,648.8,39,47,53,Educación,HombreMujer,Buena
Vestido,Dama,Amarillo,Casual,Marca B,523.22,40,20,69,Educación,Mujer,Mala
Vestido,Dama,Negro,Casual,Marca A,1536.61,33,37,59,Ingeniería,Hombre,Regular
Vestido,Caballero,Rojo,Deportivo,Marca B,1776.05,38,23,59,Medicina,Mujer,Mala
Camisa,Dama,Negro,Formal,Marca D,541.86,44,16,20,Ingeniería,Mujer,Buena
Chaqueta,Dama,Amarillo,Casual,Marca B,919.84,32,18,55,Ingeniería,Hombre,Mala
Otros,Caballero,Amarillo,Casual,Marca D,1223.95,31,27,70,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Casual,Marca D,662.03,31,40,37,Artes,HombreMujer,Mala
Otros,Dama,Rojo,Formal,Marca B,1925.66,29,2,27,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Verde,Casual,Marca C,1142.55,40,17,18,Ingeniería,Mujer,Mala
Pantalón,Caballero,Amarillo,Deportivo,Marca C,1881.59,31,40,55,Medicina,Hombre,Mala
Falda,Dama,Amarillo,Formal,Marca D,1675.2,33,15,27,Educación,Hombre,Buena
Pantalón,Dama,Verde,Deportivo,Marca A,642.88,31,23,42,Artes,HombreMujer,Regular
Otros,Caballero,Blanco,Deportivo,Marca D,1791.19,36,39,19,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,1836.45,36,20,58,Educación,Mujer,Regular
Otros,Dama,Blanco,Deportivo,Marca C,1592.94,28,46,66,Educación,Mujer,Regular
Falda,Dama,Amarillo,Casual,Marca B,506.05,39,12,28,Medicina,HombreMujer,Regular
Vestido,Dama,Verde,Formal,Marca D,1977.14,39,23,67,Artes,Mujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca C,813.46,38,21,46,Ingeniería,HombreMujer,Regular
Falda,Caballero,Azul,Casual,Marca A,1165.03,33,31,40,Ingeniería,Mujer,Buena
Vestido,Dama,Amarillo,Casual,Marca C,1049.06,39,4,29,Ingeniería,Hombre,Mala
Camisa,Dama,Blanco,Deportivo,Marca A,1895.68,33,17,65,Artes,HombreMujer,Buena
Pantalón,Caballero,Verde,Formal,Marca C,1854.38,31,28,53,Educación,Hombre,Mala
Falda,Dama,Azul,Deportivo,Marca A,1695.17,40,28,53,Medicina,HombreMujer,Regular
Vestido,Caballero,Negro,Casual,Marca B,1626.37,39,41,29,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Caballero,Blanco,Deportivo,Marca D,1045.99,45,43,54,Educación,Mujer,Regular
Camisa,Dama,Amarillo,Deportivo,Marca B,1588.95,32,38,36,Medicina,Hombre,Mala
Otros,Caballero,Rojo,Casual,Marca D,1308.5,34,46,18,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Caballero,Amarillo,Formal,Marca B,885.41,41,26,48,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca B,1333.1,37,11,49,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Caballero,Amarillo,Deportivo,Marca A,635.82,40,27,30,Educación,HombreMujer,Mala
